Customer ID,Age,Gender,City,Education,Occupation,Annual Income (₹),Join Date,Total Spend (₹),Purchase Frequency,Recency (days),Avg Order Value (₹),Satisfaction Score,Online Purchase Ratio,Discount Sensitivity,Loyalty Score,Sessions per Month,Cart Abandonment Rate,Preferred Channel,Payment Method,Top Category 1,Top Category 2,Returns Count,Referrals Made,Archetype
"CUST-00844",42,"Other","Mumbai","High School","Business Owner",502017,"2021-04-16",53658,5,4,5435,4.1,0.69,0.17,995,17,0.12,"Social Media","Credit Card","Travel","Food Delivery",0,0,"Premium"
"CUST-00845",29,"Male","Surat","PhD","Doctor",85324,"2023-09-27",5505,29,9,280,5,0.52,0.59,757,37,0.32,"Email Campaign","Net Banking","Electronics","Sports",5,1,"Loyal"
"CUST-00846",42,"Other","Pune","Master","Doctor",62871,"2023-08-16",8658,35,2,309,4.9,0.68,0.38,725,52,0.14,"Word of Mouth","Credit Card","Beauty","Travel",4,0,"Loyal"
"CUST-00847",28,"Female","Bangalore","PhD","Designer",54197,"2022-11-12",17217,15,8,879,4.5,0.52,0.58,877,39,0.34,"In-Store","Net Banking","Fashion","Grocery",2,2,"Loyal"
"CUST-00848",26,"Male","Bhopal","Diploma","Designer",20422,"2023-04-19",3754,1,46,1348,3.5,0.99,0.83,302,22,0.79,"Website","Net Banking","Electronics","Health",1,1,"Budget"
"CUST-00849",49,"Other","Chennai","Diploma","Student",290570,"2023-11-06",69131,1,20,9777,4.2,0.82,0.24,993,4,0.07,"Mobile App","UPI","Fashion","Books",2,2,"Premium"
"CUST-00850",35,"Other","Chandigarh","Diploma","Student",102639,"2023-04-18",5433,33,3,222,5,0.49,0.37,683,48,0.32,"Social Media","UPI","Books","Grocery",0,7,"Loyal"
"CUST-00851",25,"Female","Surat","High School","Student",25655,"2022-03-24",1704,1,31,992,3.6,0.66,0.97,232,27,0.42,"Mobile App","Cash","Fashion","Food Delivery",0,1,"Budget"
"CUST-00852",43,"Other","Hyderabad","Bachelor","Doctor",129945,"2021-06-06",6110,30,3,366,4.8,0.35,0.37,810,30,0.22,"Social Media","Net Banking","Grocery","Books",3,6,"Loyal"
"CUST-00853",44,"Other","Chandigarh","Master","Student",39820,"2021-09-22",17931,19,8,620,4.9,0.37,0.34,674,52,0.26,"In-Store","Credit Card","Beauty","Books",1,1,"Loyal"
"CUST-00854",35,"Male","Coimbatore","Bachelor","Engineer",366534,"2021-12-11",7412,6,5,3925,4.5,0.53,0.14,939,6,0.09,"In-Store","Net Banking","Food Delivery","Health",2,3,"Premium"
"CUST-00855",32,"Male","Hyderabad","Bachelor","Government Employee",44696,"2021-06-19",6414,6,28,984,3.4,0.79,0.99,124,25,0.42,"Social Media","Credit Card","Health","Food Delivery",4,3,"Budget"
"CUST-00856",41,"Other","Surat","Bachelor","Freelancer",559822,"2020-07-21",42809,5,11,18053,4.6,0.77,0.25,794,15,0.09,"Website","Credit Card","Grocery","Home Decor",0,2,"Premium"
"CUST-00857",34,"Male","Coimbatore","High School","Analyst",16012,"2022-04-28",3698,3,104,792,2.5,0.99,0.93,162,18,0.68,"Social Media","Credit Card","Books","Food Delivery",5,3,"Budget"
"CUST-00858",18,"Female","Ahmedabad","Diploma","Manager",38044,"2020-04-07",696,5,63,184,3.2,0.79,0.85,174,38,0.69,"Mobile App","UPI","Food Delivery","Books",2,0,"Budget"
"CUST-00859",55,"Female","Surat","Diploma","Engineer",94254,"2021-03-27",7761,35,10,246,4.3,0.68,0.57,782,57,0.23,"In-Store","Debit Card","Beauty","Books",1,1,"Loyal"
"CUST-00860",32,"Male","Ahmedabad","Diploma","Business Owner",86847,"2022-08-23",21295,26,6,613,4.5,0.69,0.36,721,31,0.24,"Email Campaign","Net Banking","Health","Electronics",3,1,"Loyal"
"CUST-00861",24,"Female","Indore","Diploma","Manager",286870,"2020-02-05",64364,1,21,9203,4.4,0.77,0.23,752,19,0.08,"Social Media","Debit Card","Sports","Health",2,2,"Premium"
"CUST-00862",30,"Female","Hyderabad","High School","Manager",58310,"2023-10-11",15564,41,3,347,4.5,0.62,0.57,750,34,0.26,"Website","Cash","Electronics","Beauty",1,3,"Loyal"
"CUST-00863",64,"Other","Kolkata","High School","Manager",68788,"2022-01-21",3663,5,59,1723,1.7,0.59,0.49,229,1,0.31,"Website","Debit Card","Home Decor","Books",5,0,"At-Risk"
"CUST-00864",36,"Male","Surat","Bachelor","Business Owner",37745,"2023-11-16",1662,5,92,356,3.1,0.84,0.74,232,8,0.46,"Social Media","Debit Card","Food Delivery","Electronics",3,3,"Budget"
"CUST-00865",44,"Other","Indore","Master","Salesperson",88537,"2021-07-07",7102,40,5,382,4.1,0.43,0.35,811,20,0.28,"In-Store","UPI","Sports","Travel",2,7,"Loyal"
"CUST-00866",39,"Male","Pune","Master","Salesperson",372725,"2020-04-25",34355,7,2,5361,4.7,0.68,0.21,957,7,0.18,"Website","Net Banking","Electronics","Fashion",1,3,"Premium"
"CUST-00867",45,"Female","Delhi","Master","Teacher",60648,"2023-07-22",9481,1,191,4760,2.9,0.39,0.64,353,8,0.37,"Website","Cash","Home Decor","Electronics",2,0,"At-Risk"
"CUST-00868",23,"Female","Pune","Bachelor","Engineer",21587,"2023-06-08",1401,5,63,422,2.9,0.88,0.74,201,16,0.71,"Word of Mouth","Net Banking","Beauty","Electronics",2,2,"Budget"
"CUST-00869",52,"Female","Indore","PhD","Designer",58585,"2023-08-02",9196,30,12,261,4.2,0.67,0.4,653,29,0.27,"Mobile App","Credit Card","Fashion","Beauty",3,4,"Loyal"
"CUST-00870",53,"Other","Kolkata","Master","Designer",72408,"2023-08-18",2710,1,253,3710,2.8,0.29,0.71,398,14,0.48,"Social Media","UPI","Electronics","Fashion",3,1,"At-Risk"
"CUST-00871",32,"Other","Lucknow","High School","Salesperson",55959,"2020-12-24",18406,20,2,777,4.5,0.67,0.46,625,29,0.18,"In-Store","Cash","Fashion","Travel",2,6,"Loyal"
"CUST-00872",49,"Female","Mumbai","Master","Government Employee",93069,"2022-09-27",14863,15,6,909,4.6,0.63,0.49,727,49,0.28,"Email Campaign","EMI","Grocery","Health",2,4,"Loyal"
"CUST-00873",53,"Male","Delhi","PhD","Engineer",74923,"2020-10-07",15198,7,127,3868,2.3,0.53,0.51,482,8,0.65,"Word of Mouth","EMI","Travel","Grocery",2,1,"At-Risk"
"CUST-00874",31,"Other","Chennai","Diploma","Manager",47063,"2020-04-08",5539,1,83,4334,3.6,0.83,0.71,390,13,0.4,"Word of Mouth","Debit Card","Books","Beauty",2,0,"Budget"
"CUST-00875",48,"Other","Coimbatore","Bachelor","Designer",67552,"2023-07-02",19124,15,3,1035,4.4,0.54,0.57,620,25,0.14,"Word of Mouth","Credit Card","Sports","Food Delivery",3,3,"Loyal"
"CUST-00876",61,"Male","Hyderabad","PhD","Engineer",61033,"2021-06-14",7577,1,149,7114,1.6,0.53,0.69,256,19,0.7,"Email Campaign","Net Banking","Sports","Health",3,1,"At-Risk"
"CUST-00877",50,"Other","Ahmedabad","Bachelor","Manager",261460,"2021-06-03",92188,11,8,8760,4.6,0.86,0.3,734,17,0.16,"Mobile App","Cash","Home Decor","Grocery",2,2,"Premium"
"CUST-00878",41,"Other","Hyderabad","Diploma","Student",173372,"2022-01-01",35316,10,10,8335,4.8,0.67,0.27,741,8,0.1,"In-Store","Debit Card","Grocery","Books",1,2,"Premium"
"CUST-00879",53,"Other","Indore","Master","Doctor",286167,"2023-08-19",14381,8,17,4225,4.5,0.86,0.27,778,21,0.19,"Word of Mouth","Cash","Electronics","Health",0,2,"Premium"
"CUST-00880",38,"Male","Lucknow","Diploma","Student",276350,"2021-06-21",74791,7,31,14339,4.2,0.63,0.27,863,7,0.16,"Social Media","Debit Card","Travel","Home Decor",2,1,"Premium"
"CUST-00881",36,"Other","Delhi","Diploma","Retired",328727,"2021-04-02",20992,6,11,6755,4.8,0.82,0.26,925,16,0.1,"In-Store","Debit Card","Electronics","Beauty",1,2,"Premium"
"CUST-00882",40,"Female","Indore","PhD","Business Owner",441694,"2020-08-11",20257,3,6,11290,4.6,0.78,0.25,917,1,0.07,"Mobile App","UPI","Food Delivery","Fashion",2,2,"Premium"
"CUST-00883",41,"Other","Bangalore","Master","Engineer",39907,"2022-09-16",13987,39,5,446,4.3,0.46,0.5,701,23,0.15,"Word of Mouth","Credit Card","Sports","Home Decor",5,6,"Loyal"
"CUST-00884",31,"Other","Kolkata","Diploma","Manager",70002,"2021-12-05",13755,30,8,618,4.3,0.45,0.44,605,55,0.3,"Mobile App","Debit Card","Electronics","Health",0,7,"Loyal"
"CUST-00885",26,"Female","Kolkata","High School","Doctor",72225,"2022-02-25",12884,4,284,5286,2.1,0.51,0.64,582,10,0.31,"Mobile App","UPI","Beauty","Food Delivery",5,3,"At-Risk"
"CUST-00886",18,"Other","Bhopal","Diploma","Engineer",24362,"2020-10-07",4252,10,84,979,2.7,0.61,0.73,376,16,0.56,"In-Store","Debit Card","Books","Home Decor",4,2,"Budget"
"CUST-00887",47,"Male","Chennai","Diploma","Salesperson",144823,"2022-07-03",14629,23,1,453,4.4,0.42,0.31,629,50,0.29,"In-Store","UPI","Sports","Home Decor",3,2,"Loyal"
"CUST-00888",20,"Other","Kolkata","Bachelor","Analyst",35359,"2023-10-03",3398,4,90,1582,2.9,0.75,0.95,183,17,0.75,"In-Store","Credit Card","Electronics","Beauty",4,0,"Budget"
"CUST-00889",23,"Female","Kolkata","High School","Analyst",40816,"2022-07-13",3467,11,87,939,3.4,0.66,0.75,216,18,0.61,"Email Campaign","Credit Card","Sports","Grocery",0,1,"Budget"
"CUST-00890",58,"Other","Pune","Master","Government Employee",150394,"2021-07-04",84296,9,20,7763,4.3,0.72,0.21,810,19,0.07,"Email Campaign","Credit Card","Health","Food Delivery",1,1,"Premium"
"CUST-00891",29,"Male","Indore","Diploma","Engineer",372018,"2022-07-19",35838,4,24,7280,5,0.85,0.14,914,11,0.06,"Email Campaign","UPI","Grocery","Beauty",0,1,"Premium"
"CUST-00892",27,"Female","Hyderabad","Diploma","Doctor",35233,"2023-11-25",2097,6,37,2787,2.6,0.8,0.99,119,5,0.62,"Word of Mouth","Cash","Home Decor","Travel",3,1,"Budget"
"CUST-00893",46,"Female","Surat","Master","Designer",323129,"2023-06-05",34080,6,36,7402,4.5,0.89,0.15,930,14,0.14,"Social Media","Credit Card","Grocery","Health",1,2,"Premium"
"CUST-00894",23,"Other","Kolkata","High School","Doctor",192358,"2021-12-26",35378,1,11,34252,4.6,0.9,0.16,936,2,0.08,"Social Media","Credit Card","Home Decor","Sports",1,3,"Premium"
"CUST-00895",30,"Other","Kolkata","Diploma","Teacher",31266,"2020-11-07",3794,1,131,2500,2.7,0.89,0.78,331,18,0.77,"In-Store","Debit Card","Food Delivery","Beauty",2,1,"Budget"
"CUST-00896",35,"Other","Hyderabad","Bachelor","Analyst",273848,"2023-08-26",71014,10,33,9289,4.3,0.74,0.22,866,18,0.06,"Mobile App","Credit Card","Books","Beauty",2,1,"Premium"
"CUST-00897",18,"Male","Coimbatore","Bachelor","Student",27792,"2020-03-03",2213,1,66,2353,3.4,0.69,0.99,161,19,0.69,"Mobile App","EMI","Travel","Health",2,3,"Budget"
"CUST-00898",33,"Other","Mumbai","Diploma","Salesperson",36918,"2020-02-12",8731,1,265,3775,1.6,0.29,0.68,242,5,0.54,"Word of Mouth","EMI","Sports","Health",5,3,"At-Risk"
"CUST-00899",27,"Male","Ahmedabad","Diploma","Teacher",37099,"2023-03-27",1225,1,77,630,3.1,0.61,0.78,113,26,0.47,"Social Media","Net Banking","Beauty","Sports",5,3,"Budget"
"CUST-00900",27,"Other","Surat","PhD","Retired",21957,"2020-04-09",689,1,76,671,3.3,0.62,0.99,138,29,0.61,"Mobile App","Debit Card","Books","Sports",4,2,"Budget"
"CUST-00901",40,"Female","Lucknow","Master","Engineer",44848,"2020-09-02",5074,2,126,2180,1.9,0.54,0.76,367,1,0.68,"Social Media","Net Banking","Home Decor","Beauty",0,1,"At-Risk"
"CUST-00902",46,"Other","Pune","Master","Teacher",338144,"2020-09-19",38235,5,21,7374,4,0.69,0.17,897,14,0.19,"In-Store","Cash","Travel","Grocery",1,0,"Premium"
"CUST-00903",39,"Other","Mumbai","Bachelor","Retired",429119,"2022-03-19",36612,1,32,11850,4.6,0.87,0.18,729,6,0.09,"Word of Mouth","Credit Card","Books","Beauty",1,3,"Premium"
"CUST-00904",39,"Other","Pune","PhD","Government Employee",60119,"2022-08-17",15633,25,5,516,4.9,0.58,0.43,635,46,0.1,"Website","UPI","Health","Home Decor",2,0,"Loyal"
"CUST-00905",41,"Other","Kolkata","Bachelor","Engineer",108657,"2022-04-12",10691,36,1,364,4.9,0.6,0.38,601,17,0.12,"Email Campaign","Net Banking","Food Delivery","Travel",3,4,"Loyal"
"CUST-00906",44,"Female","Chandigarh","Diploma","Student",233286,"2020-06-11",39468,2,32,16532,4,0.88,0.15,721,20,0.08,"In-Store","Debit Card","Beauty","Fashion",0,1,"Premium"
"CUST-00907",33,"Female","Delhi","PhD","Manager",26708,"2022-06-19",2133,1,70,2108,2.9,0.76,0.72,290,17,0.74,"Social Media","Credit Card","Sports","Home Decor",1,2,"Budget"
"CUST-00908",31,"Male","Kolkata","PhD","Business Owner",21913,"2021-08-07",3493,3,105,983,3.6,0.94,0.92,314,15,0.51,"Mobile App","Debit Card","Food Delivery","Grocery",4,0,"Budget"
"CUST-00909",46,"Other","Delhi","PhD","Government Employee",417806,"2020-08-12",27537,8,3,8295,4.9,0.83,0.13,995,14,0.11,"Mobile App","Cash","Health","Fashion",0,2,"Premium"
"CUST-00910",24,"Male","Ahmedabad","Bachelor","Manager",83616,"2020-08-23",12887,36,7,444,4.6,0.44,0.56,885,55,0.29,"Social Media","Net Banking","Electronics","Home Decor",3,7,"Loyal"
"CUST-00911",37,"Female","Pune","Master","Salesperson",154707,"2021-06-25",18659,1,6,2884,4.3,0.66,0.11,794,2,0.06,"Mobile App","EMI","Electronics","Books",2,3,"Premium"
"CUST-00912",45,"Other","Surat","High School","Business Owner",129762,"2023-02-01",5896,33,7,198,4.8,0.45,0.43,944,39,0.16,"Social Media","EMI","Beauty","Books",4,3,"Loyal"
"CUST-00913",18,"Female","Coimbatore","Master","Doctor",28088,"2023-09-19",4770,2,39,2368,3.8,0.67,0.76,103,14,0.78,"Mobile App","EMI","Sports","Health",1,1,"Budget"
"CUST-00914",40,"Other","Surat","Diploma","Freelancer",19776,"2022-02-28",3630,1,63,658,2.8,0.61,0.8,144,29,0.47,"Website","EMI","Beauty","Electronics",4,3,"Budget"
"CUST-00915",30,"Other","Chennai","Master","Student",76933,"2021-05-06",25450,19,1,749,4.3,0.46,0.43,880,39,0.14,"Mobile App","EMI","Food Delivery","Home Decor",4,8,"Loyal"
"CUST-00916",22,"Female","Delhi","High School","Business Owner",34198,"2020-11-08",2471,4,34,556,3.3,0.88,0.78,139,30,0.41,"Social Media","Credit Card","Fashion","Health",1,2,"Budget"
"CUST-00917",41,"Male","Ahmedabad","Diploma","Manager",398256,"2020-03-11",86868,5,3,24841,4.6,0.79,0.25,880,26,0.11,"Email Campaign","Credit Card","Home Decor","Sports",1,2,"Premium"
"CUST-00918",45,"Female","Jaipur","High School","Business Owner",163466,"2020-06-20",28665,8,10,6714,4.4,0.67,0.23,719,13,0.18,"Website","Cash","Fashion","Books",1,3,"Premium"
"CUST-00919",39,"Male","Kolkata","Bachelor","Teacher",151878,"2022-04-11",11888,38,5,526,4.2,0.38,0.48,908,34,0.32,"Social Media","UPI","Travel","Health",3,8,"Loyal"
"CUST-00920",47,"Other","Mumbai","Master","Salesperson",91753,"2020-02-09",2780,1,307,2546,2.2,0.58,0.74,484,2,0.39,"Word of Mouth","Net Banking","Electronics","Sports",4,2,"At-Risk"
"CUST-00921",29,"Other","Indore","Master","Analyst",57921,"2021-03-22",2390,4,277,781,1.5,0.42,0.66,321,10,0.48,"Word of Mouth","EMI","Fashion","Electronics",4,3,"At-Risk"
"CUST-00922",25,"Female","Kolkata","Master","Government Employee",79745,"2021-02-17",5425,9,107,2680,1.7,0.49,0.79,558,3,0.6,"Social Media","Net Banking","Food Delivery","Books",0,0,"At-Risk"
"CUST-00923",34,"Other","Bangalore","High School","Government Employee",56668,"2020-11-17",16940,1,426,3848,2.3,0.49,0.43,507,1,0.57,"Social Media","Credit Card","Beauty","Health",4,3,"At-Risk"
"CUST-00924",46,"Other","Kolkata","PhD","Business Owner",249799,"2023-10-11",23763,9,12,8063,4,0.83,0.29,909,14,0.11,"Social Media","UPI","Beauty","Fashion",0,2,"Premium"
"CUST-00925",37,"Other","Ahmedabad","High School","Engineer",56650,"2022-12-15",12774,7,191,2922,2.5,0.2,0.6,510,16,0.6,"In-Store","Net Banking","Fashion","Beauty",0,1,"At-Risk"
"CUST-00926",59,"Other","Surat","Master","Manager",68122,"2020-11-12",2207,1,209,538,3.2,0.49,0.4,242,1,0.46,"Word of Mouth","UPI","Fashion","Beauty",0,2,"At-Risk"
"CUST-00927",46,"Other","Bangalore","Bachelor","Business Owner",71534,"2021-06-28",7667,1,215,10118,1.7,0.28,0.47,233,9,0.63,"Social Media","Debit Card","Electronics","Books",2,0,"At-Risk"
"CUST-00928",31,"Female","Kolkata","High School","Doctor",121458,"2022-05-06",6589,25,4,259,4.9,0.41,0.52,778,50,0.12,"Website","EMI","Beauty","Health",2,0,"Loyal"
"CUST-00929",39,"Male","Chennai","Bachelor","Business Owner",87994,"2021-08-28",5204,20,6,225,3.9,0.44,0.48,883,60,0.34,"Mobile App","Cash","Books","Electronics",2,5,"Loyal"
"CUST-00930",54,"Male","Ahmedabad","Master","Manager",82146,"2021-11-22",4364,35,2,254,4.6,0.47,0.47,712,32,0.34,"In-Store","UPI","Home Decor","Electronics",2,7,"Loyal"
"CUST-00931",38,"Male","Lucknow","Bachelor","Designer",111339,"2021-07-07",18423,28,9,792,4.7,0.45,0.41,680,60,0.3,"Website","Net Banking","Food Delivery","Beauty",5,6,"Loyal"
"CUST-00932",49,"Male","Chennai","Master","Designer",92039,"2023-10-18",2504,1,173,6232,2.3,0.5,0.67,489,1,0.44,"Website","Net Banking","Books","Grocery",5,2,"At-Risk"
"CUST-00933",43,"Other","Chandigarh","PhD","Manager",77374,"2022-09-12",8798,1,79,4378,2.6,0.42,0.59,362,5,0.69,"Email Campaign","Debit Card","Grocery","Fashion",4,1,"At-Risk"
"CUST-00934",31,"Male","Surat","Diploma","Manager",61265,"2020-12-03",7510,20,7,286,4.5,0.32,0.47,701,53,0.31,"Mobile App","EMI","Fashion","Travel",4,4,"Loyal"
"CUST-00935",23,"Male","Hyderabad","Diploma","Salesperson",35511,"2020-09-16",3435,6,120,1125,3.8,0.82,0.8,358,22,0.45,"Email Campaign","Cash","Home Decor","Sports",4,3,"Budget"
"CUST-00936",62,"Other","Coimbatore","Bachelor","Designer",89318,"2020-07-05",5188,1,84,2354,3.1,0.29,0.57,298,3,0.34,"In-Store","Debit Card","Travel","Home Decor",1,2,"At-Risk"
"CUST-00937",47,"Female","Bhopal","Master","Designer",116939,"2023-02-07",12089,32,5,451,4.2,0.46,0.37,829,36,0.14,"Email Campaign","Debit Card","Books","Food Delivery",0,0,"Loyal"
"CUST-00938",31,"Female","Pune","PhD","Salesperson",58326,"2021-04-16",12763,33,12,541,4.6,0.32,0.53,739,47,0.31,"In-Store","EMI","Travel","Home Decor",0,7,"Loyal"
"CUST-00939",62,"Other","Bhopal","Master","Analyst",70792,"2023-05-05",6278,7,348,1579,2.1,0.28,0.71,476,19,0.4,"Word of Mouth","Debit Card","Electronics","Beauty",1,3,"At-Risk"
"CUST-00940",47,"Female","Kolkata","PhD","Business Owner",55658,"2023-04-10",10871,36,3,397,3.9,0.58,0.41,918,54,0.31,"Word of Mouth","EMI","Books","Travel",4,2,"Loyal"
"CUST-00941",46,"Male","Surat","PhD","Teacher",458508,"2020-02-17",8470,6,6,9736,4.7,0.56,0.18,856,14,0.15,"Email Campaign","Cash","Books","Sports",1,1,"Premium"
"CUST-00942",58,"Other","Coimbatore","Diploma","Freelancer",256736,"2023-04-06",83280,13,13,7146,4.9,0.66,0.26,885,16,0.12,"Email Campaign","Debit Card","Grocery","Fashion",2,3,"Premium"
"CUST-00943",51,"Male","Chandigarh","PhD","Salesperson",153864,"2022-06-19",70004,2,58,15736,5,0.53,0.21,920,18,0.17,"Mobile App","Credit Card","Travel","Electronics",0,0,"Premium"
"CUST-00944",63,"Other","Lucknow","Bachelor","Designer",26526,"2021-03-07",5382,5,221,1874,2.2,0.35,0.74,446,4,0.69,"Email Campaign","Cash","Electronics","Books",2,2,"At-Risk"
"CUST-00945",54,"Female","Chandigarh","PhD","Doctor",333928,"2022-10-17",48992,9,13,6571,4.5,0.62,0.21,835,17,0.1,"Social Media","Credit Card","Travel","Electronics",1,3,"Premium"
"CUST-00946",31,"Other","Ahmedabad","Diploma","Manager",109930,"2022-03-14",6878,35,5,202,4.6,0.46,0.47,762,23,0.34,"Word of Mouth","Credit Card","Grocery","Sports",3,5,"Loyal"
"CUST-00947",57,"Other","Chennai","Master","Manager",289212,"2022-03-12",55895,1,5,21130,4.8,0.68,0.2,720,14,0.14,"Social Media","UPI","Books","Electronics",1,3,"Premium"
"CUST-00948",49,"Female","Bhopal","PhD","Teacher",315319,"2023-02-03",44088,1,9,11861,4.5,0.73,0.23,718,6,0.11,"In-Store","EMI","Travel","Sports",2,0,"Premium"
"CUST-00949",49,"Male","Kolkata","High School","Freelancer",95946,"2023-03-21",17382,17,4,1113,4,0.47,0.53,766,40,0.31,"Mobile App","Debit Card","Beauty","Health",3,4,"Loyal"
"CUST-00950",25,"Other","Pune","PhD","Business Owner",26451,"2021-04-09",658,1,111,111,3.7,0.74,0.97,400,9,0.72,"In-Store","EMI","Food Delivery","Beauty",5,0,"Budget"
"CUST-00951",42,"Female","Delhi","High School","Government Employee",177810,"2020-08-08",38351,6,21,7092,4.2,0.79,0.13,948,15,0.07,"In-Store","Debit Card","Sports","Home Decor",1,3,"Premium"
"CUST-00952",32,"Male","Bhopal","High School","Doctor",88793,"2022-03-07",15819,1,157,2381,2.7,0.49,0.6,202,1,0.51,"Word of Mouth","Credit Card","Grocery","Home Decor",3,2,"At-Risk"
"CUST-00953",45,"Female","Indore","High School","Manager",175876,"2022-03-12",79195,6,33,13535,4.6,0.85,0.18,873,6,0.12,"In-Store","UPI","Electronics","Fashion",2,3,"Premium"
"CUST-00954",25,"Other","Bhopal","High School","Salesperson",64341,"2022-06-06",10219,31,2,266,4.8,0.51,0.45,946,56,0.35,"Social Media","Cash","Grocery","Books",2,8,"Loyal"
"CUST-00955",24,"Female","Chandigarh","High School","Salesperson",21731,"2021-09-15",2956,10,43,1802,3,0.66,0.82,298,8,0.77,"In-Store","EMI","Health","Fashion",4,3,"Budget"
"CUST-00956",37,"Other","Chennai","PhD","Manager",136082,"2023-10-20",4657,28,6,385,4,0.61,0.4,655,25,0.25,"Word of Mouth","Debit Card","Travel","Electronics",5,5,"Loyal"
"CUST-00957",29,"Male","Kolkata","High School","Manager",82657,"2023-01-19",8987,2,188,5814,3,0.29,0.6,395,1,0.53,"Website","Net Banking","Grocery","Food Delivery",5,2,"At-Risk"
"CUST-00958",32,"Other","Bhopal","PhD","Engineer",576807,"2020-06-26",48980,3,32,6702,4.4,0.87,0.2,872,12,0.1,"Word of Mouth","Credit Card","Travel","Health",0,1,"Premium"
"CUST-00959",42,"Other","Chandigarh","High School","Retired",29464,"2022-11-25",2850,5,151,671,2.9,0.85,0.93,216,8,0.6,"Mobile App","Cash","Books","Grocery",4,1,"Budget"
"CUST-00960",34,"Female","Surat","High School","Teacher",276818,"2021-09-13",41537,3,8,25662,4.1,0.56,0.29,707,16,0.14,"Mobile App","EMI","Food Delivery","Home Decor",2,3,"Premium"
"CUST-00961",32,"Other","Bangalore","High School","Freelancer",68878,"2023-03-02",8178,35,14,225,4.3,0.67,0.45,941,41,0.16,"Word of Mouth","UPI","Travel","Health",2,5,"Loyal"
"CUST-00962",38,"Female","Lucknow","Diploma","Engineer",381150,"2020-08-20",29017,14,19,3462,4.8,0.72,0.21,868,3,0.1,"Word of Mouth","EMI","Electronics","Health",0,1,"Premium"
"CUST-00963",32,"Male","Pune","PhD","Analyst",84400,"2020-07-06",3204,4,79,1256,2,0.42,0.79,441,3,0.61,"Email Campaign","UPI","Home Decor","Electronics",2,0,"At-Risk"
"CUST-00964",66,"Other","Bhopal","High School","Student",103821,"2021-07-07",12118,2,35,3462,2.2,0.24,0.4,309,6,0.48,"Mobile App","EMI","Beauty","Travel",0,1,"At-Risk"
"CUST-00965",42,"Other","Lucknow","Master","Student",81688,"2022-01-20",2638,1,162,768,3.1,0.44,0.58,343,7,0.69,"Word of Mouth","Cash","Fashion","Electronics",2,1,"At-Risk"
"CUST-00966",26,"Female","Coimbatore","High School","Analyst",34103,"2020-12-26",5353,8,11,1042,3.5,0.99,0.71,328,14,0.69,"Social Media","Credit Card","Food Delivery","Beauty",1,3,"Budget"
"CUST-00967",51,"Female","Coimbatore","Bachelor","Designer",64978,"2023-02-11",13586,25,14,495,4,0.57,0.45,755,27,0.31,"In-Store","Credit Card","Travel","Books",1,2,"Loyal"
"CUST-00968",35,"Male","Ahmedabad","Bachelor","Salesperson",45210,"2023-06-11",1508,3,63,362,3.2,0.78,0.87,379,9,0.55,"Mobile App","EMI","Electronics","Books",5,1,"Budget"
"CUST-00969",36,"Other","Bangalore","PhD","Manager",77146,"2022-08-26",10887,13,3,880,3.8,0.66,0.42,690,18,0.18,"Website","EMI","Home Decor","Grocery",2,0,"Loyal"
"CUST-00970",22,"Male","Chennai","High School","Manager",13748,"2021-06-28",4900,1,49,2430,2.9,0.87,0.78,294,20,0.47,"In-Store","Credit Card","Sports","Beauty",5,2,"Budget"
"CUST-00971",53,"Male","Surat","High School","Designer",42568,"2022-02-05",6583,3,311,2751,1.5,0.39,0.45,307,1,0.33,"In-Store","Debit Card","Grocery","Books",4,0,"At-Risk"
"CUST-00972",49,"Male","Bangalore","Master","Engineer",294131,"2022-12-22",39019,5,3,6986,4.5,0.88,0.3,903,10,0.19,"In-Store","Debit Card","Sports","Beauty",2,0,"Premium"
"CUST-00973",22,"Female","Ahmedabad","PhD","Government Employee",26734,"2022-12-04",3076,5,14,822,2.5,0.7,0.91,108,27,0.58,"Social Media","UPI","Beauty","Home Decor",0,0,"Budget"
"CUST-00974",59,"Male","Bangalore","Master","Student",39295,"2023-09-25",3960,6,333,3458,1.9,0.29,0.55,457,1,0.63,"Social Media","Debit Card","Sports","Food Delivery",4,1,"At-Risk"
"CUST-00975",49,"Male","Mumbai","Bachelor","Business Owner",365006,"2021-02-07",28149,6,32,16948,4.4,0.71,0.13,968,1,0.12,"Mobile App","Cash","Food Delivery","Grocery",1,0,"Premium"
"CUST-00976",38,"Female","Delhi","Master","Doctor",68736,"2023-04-11",8112,6,283,3180,3,0.32,0.69,535,10,0.63,"In-Store","Net Banking","Grocery","Home Decor",2,0,"At-Risk"
"CUST-00977",42,"Female","Kolkata","High School","Retired",770717,"2020-09-20",40631,6,8,4367,4.8,0.63,0.14,813,20,0.18,"In-Store","Net Banking","Electronics","Grocery",2,2,"Premium"
"CUST-00978",29,"Male","Coimbatore","PhD","Government Employee",35251,"2022-02-03",1969,1,88,665,2.7,0.74,0.97,341,30,0.7,"Mobile App","Cash","Fashion","Beauty",5,1,"Budget"
"CUST-00979",69,"Female","Lucknow","Master","Freelancer",49264,"2020-10-25",2429,9,145,536,3.1,0.57,0.8,563,9,0.7,"Word of Mouth","Net Banking","Travel","Food Delivery",2,1,"At-Risk"
